latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
12.91675,80.19796,332.6,0.53,0.42,2026-01-16,739,N20,VIIRS,n,2.0NRT,303.46,3.61,D
12.91755,80.19653,333.54,0.53,0.42,2026-01-16,739,N20,VIIRS,n,2.0NRT,303.34,3.66,D
13.02853,77.1441,330.48,0.55,0.51,2026-01-16,739,N20,VIIRS,n,2.0NRT,295.6,2.14,D
13.48379,76.82041,342.13,0.56,0.52,2026-01-16,739,N20,VIIRS,n,2.0NRT,301.46,10.2,D
13.51635,76.86626,345.37,0.56,0.51,2026-01-16,739,N20,VIIRS,n,2.0NRT,299.34,6.21,D
13.62658,77.18645,350.05,0.53,0.5,2026-01-16,739,N20,VIIRS,n,2.0NRT,302.21,10.12,D
13.67507,77.67421,330.82,0.49,0.49,2026-01-16,739,N20,VIIRS,l,2.0NRT,301.49,2.79,D
13.8193,78.85519,332.9,0.41,0.45,2026-01-16,739,N20,VIIRS,n,2.0NRT,303.18,2.26,D
13.82794,77.56618,336.36,0.5,0.49,2026-01-16,739,N20,VIIRS,n,2.0NRT,303.8,3.75,D
14.07153,75.62125,352.77,0.33,0.55,2026-01-16,739,N20,VIIRS,n,2.0NRT,306.38,15.53,D
14.07217,75.62453,340.49,0.33,0.55,2026-01-16,739,N20,VIIRS,n,2.0NRT,292.06,10.2,D
14.07719,75.62361,336.65,0.33,0.55,2026-01-16,739,N20,VIIRS,n,2.0NRT,304.1,4.3,D
14.11585,75.79699,333.88,0.32,0.55,2026-01-16,739,N20,VIIRS,n,2.0NRT,299.34,3.19,D
14.23297,77.19675,341.12,0.52,0.5,2026-01-16,739,N20,VIIRS,n,2.0NRT,303.22,13.6,D
14.23504,77.19867,347.98,0.52,0.5,2026-01-16,739,N20,VIIRS,n,2.0NRT,299.96,9.65,D
14.24414,78.4088,331.85,0.43,0.46,2026-01-16,739,N20,VIIRS,n,2.0NRT,301.03,1.32,D
14.24559,78.40835,340.1,0.43,0.46,2026-01-16,739,N20,VIIRS,n,2.0NRT,302.75,4.45,D
14.26058,75.77004,342.1,0.32,0.55,2026-01-16,739,N20,VIIRS,n,2.0NRT,299.07,3.02,D
14.2709,75.74317,334.85,0.32,0.55,2026-01-16,739,N20,VIIRS,n,2.0NRT,295.55,2.95,D
14.28705,75.47705,353.32,0.34,0.56,2026-01-16,739,N20,VIIRS,n,2.0NRT,300.24,5.79,D
14.29205,75.47585,367.0,0.34,0.56,2026-01-16,739,N20,VIIRS,h,2.0NRT,303.48,5.79,D
14.38333,77.8495,341.62,0.46,0.47,2026-01-16,739,N20,VIIRS,n,2.0NRT,303.67,6.02,D
14.50692,76.98608,334.72,0.53,0.5,2026-01-16,739,N20,VIIRS,n,2.0NRT,300.87,3.78,D
14.64468,75.66648,336.41,0.32,0.55,2026-01-16,739,N20,VIIRS,n,2.0NRT,303.67,4.25,D
14.64524,75.66939,354.97,0.32,0.55,2026-01-16,739,N20,VIIRS,n,2.0NRT,305.14,4.25,D
14.85847,76.2665,330.76,0.58,0.52,2026-01-16,739,N20,VIIRS,n,2.0NRT,304.44,2.76,D
14.87205,79.38063,332.95,0.55,0.43,2026-01-16,739,N20,VIIRS,n,2.0NRT,302.66,1.66,D
14.92853,76.86175,336.18,0.53,0.5,2026-01-16,739,N20,VIIRS,n,2.0NRT,304.88,5.48,D
14.97114,77.94241,332.38,0.45,0.47,2026-01-16,739,N20,VIIRS,l,2.0NRT,306.91,2.69,D
14.97434,75.90987,332.21,0.61,0.53,2026-01-16,739,N20,VIIRS,n,2.0NRT,301.02,3.9,D
14.99871,75.40982,332.11,0.33,0.55,2026-01-16,739,N20,VIIRS,n,2.0NRT,301.08,1.44,D
15.01242,77.37248,331.6,0.49,0.48,2026-01-16,739,N20,VIIRS,l,2.0NRT,305.78,2.87,D
15.05553,76.95387,331.79,0.52,0.5,2026-01-16,739,N20,VIIRS,n,2.0NRT,302.76,4.26,D
15.05895,76.95538,330.86,0.52,0.5,2026-01-16,739,N20,VIIRS,n,2.0NRT,301.23,4.23,D
15.12474,75.74232,342.16,0.62,0.54,2026-01-16,739,N20,VIIRS,n,2.0NRT,304.45,6.78,D
15.12855,75.17074,330.04,0.34,0.56,2026-01-16,739,N20,VIIRS,n,2.0NRT,298.59,5.21,D
15.26711,77.45277,340.37,0.48,0.48,2026-01-16,739,N20,VIIRS,n,2.0NRT,308.01,7.87,D
15.3875,75.80467,331.8,0.61,0.53,2026-01-16,739,N20,VIIRS,l,2.0NRT,303.52,5.57,D
15.38958,75.80635,331.58,0.61,0.53,2026-01-16,739,N20,VIIRS,n,2.0NRT,301.44,3.03,D
15.43666,74.9296,367.0,0.35,0.56,2026-01-16,739,N20,VIIRS,h,2.0NRT,303.48,10.14,D
15.43982,74.93018,367.0,0.35,0.57,2026-01-16,739,N20,VIIRS,h,2.0NRT,302.38,8.68,D
15.6919,77.24424,333.71,0.48,0.48,2026-01-16,739,N20,VIIRS,n,2.0NRT,303.15,4.06,D
15.74855,74.66951,331.3,0.36,0.57,2026-01-16,739,N20,VIIRS,n,2.0NRT,300.03,2.63,D
15.78881,77.79068,341.29,0.44,0.46,2026-01-16,739,N20,VIIRS,n,2.0NRT,306.5,2.9,D
15.83913,77.15636,331.3,0.49,0.48,2026-01-16,739,N20,VIIRS,n,2.0NRT,305.7,2.28,D
15.87841,76.60212,333.36,0.53,0.5,2026-01-16,739,N20,VIIRS,n,2.0NRT,303.62,2.87,D
15.87859,76.59996,333.48,0.53,0.5,2026-01-16,739,N20,VIIRS,n,2.0NRT,302.52,2.97,D
15.92649,77.23653,351.11,0.48,0.48,2026-01-16,739,N20,VIIRS,n,2.0NRT,308.17,13.1,D
15.94408,77.28283,334.69,0.47,0.48,2026-01-16,739,N20,VIIRS,n,2.0NRT,305.38,2.68,D
15.985,76.1082,334.38,0.57,0.52,2026-01-16,739,N20,VIIRS,n,2.0NRT,300.92,4.04,D
15.98658,76.106,332.78,0.57,0.52,2026-01-16,739,N20,VIIRS,n,2.0NRT,301.74,2.8,D
15.991,77.23922,331.9,0.48,0.48,2026-01-16,739,N20,VIIRS,l,2.0NRT,305.23,2.74,D
15.99498,77.24117,335.19,0.48,0.48,2026-01-16,739,N20,VIIRS,n,2.0NRT,306.17,3.67,D
16.07348,77.34452,332.31,0.47,0.48,2026-01-16,739,N20,VIIRS,l,2.0NRT,306.81,3.2,D
16.10146,76.11187,336.56,0.56,0.52,2026-01-16,739,N20,VIIRS,n,2.0NRT,302.94,4.74,D
16.10213,73.70451,340.14,0.41,0.6,2026-01-16,739,N20,VIIRS,n,2.0NRT,298.97,3.46,D
16.10371,76.10859,335.4,0.56,0.52,2026-01-16,739,N20,VIIRS,n,2.0NRT,303.14,4.49,D
16.10829,77.21189,333.7,0.48,0.48,2026-01-16,739,N20,VIIRS,n,2.0NRT,304.85,2.9,D
16.13627,77.11973,331.67,0.48,0.48,2026-01-16,739,N20,VIIRS,n,2.0NRT,304.02,2.55,D
16.16783,78.09632,334.11,0.42,0.45,2026-01-16,739,N20,VIIRS,n,2.0NRT,302.32,1.6,D
16.16832,77.31719,330.35,0.47,0.48,2026-01-16,739,N20,VIIRS,n,2.0NRT,303.95,3.09,D
16.16912,77.32151,335.46,0.47,0.48,2026-01-16,739,N20,VIIRS,n,2.0NRT,305.65,3.09,D
16.23136,74.28518,342.38,0.37,0.58,2026-01-16,739,N20,VIIRS,n,2.0NRT,301.26,3.46,D
16.25338,77.28399,334.16,0.47,0.48,2026-01-16,739,N20,VIIRS,n,2.0NRT,306.45,2.54,D
16.28501,77.45432,331.05,0.46,0.47,2026-01-16,739,N20,VIIRS,l,2.0NRT,303.74,1.83,D
16.28674,77.29514,331.32,0.47,0.48,2026-01-16,739,N20,VIIRS,l,2.0NRT,303.05,1.94,D
16.35765,77.33101,345.72,0.46,0.47,2026-01-16,739,N20,VIIRS,n,2.0NRT,302.34,7.42,D
16.36087,79.25816,333.6,0.53,0.42,2026-01-16,739,N20,VIIRS,l,2.0NRT,305.79,3.07,D
16.36738,74.31159,337.09,0.37,0.58,2026-01-16,739,N20,VIIRS,n,2.0NRT,297.65,2.0,D
16.36806,96.19574,350.34,0.59,0.7,2026-01-16,739,N20,VIIRS,n,2.0NRT,296.58,10.85,D
16.36811,96.19877,345.01,0.59,0.7,2026-01-16,739,N20,VIIRS,n,2.0NRT,296.51,13.24,D
16.36924,96.20999,331.74,0.59,0.7,2026-01-16,739,N20,VIIRS,n,2.0NRT,296.38,5.58,D
16.36964,96.21261,343.01,0.6,0.7,2026-01-16,739,N20,VIIRS,n,2.0NRT,296.15,11.67,D
16.37575,96.20942,333.75,0.59,0.7,2026-01-16,739,N20,VIIRS,n,2.0NRT,296.01,5.58,D
16.41226,77.33766,333.07,0.46,0.47,2026-01-16,739,N20,VIIRS,n,2.0NRT,299.74,3.2,D
16.42057,96.1964,342.15,0.59,0.7,2026-01-16,739,N20,VIIRS,n,2.0NRT,296.21,9.55,D
16.43909,96.25166,344.18,0.6,0.71,2026-01-16,739,N20,VIIRS,n,2.0NRT,296.62,7.41,D
16.43959,76.4379,341.32,0.53,0.5,2026-01-16,739,N20,VIIRS,n,2.0NRT,302.92,9.11,D
16.44733,79.50594,334.62,0.51,0.41,2026-01-16,739,N20,VIIRS,n,2.0NRT,303.18,4.27,D
16.47676,77.07074,330.94,0.48,0.48,2026-01-16,739,N20,VIIRS,l,2.0NRT,305.71,3.9,D
16.47694,76.43589,342.83,0.53,0.5,2026-01-16,739,N20,VIIRS,n,2.0NRT,306.14,4.88,D
16.48858,78.89023,333.48,0.56,0.43,2026-01-16,739,N20,VIIRS,n,2.0NRT,302.07,3.53,D
16.49247,78.88954,335.62,0.56,0.43,2026-01-16,739,N20,VIIRS,n,2.0NRT,303.77,9.07,D
16.50183,96.4306,346.98,0.62,0.71,2026-01-16,739,N20,VIIRS,n,2.0NRT,295.71,12.67,D
16.50316,96.43157,353.25,0.62,0.71,2026-01-16,739,N20,VIIRS,n,2.0NRT,295.4,9.73,D
16.52046,77.45325,333.75,0.45,0.47,2026-01-16,739,N20,VIIRS,n,2.0NRT,303.54,4.5,D
16.54094,75.90474,331.36,0.57,0.52,2026-01-16,739,N20,VIIRS,n,2.0NRT,298.81,2.49,D
16.54132,81.59222,331.75,0.42,0.37,2026-01-16,739,N20,VIIRS,l,2.0NRT,304.22,3.07,D
16.56785,96.36871,328.65,0.61,0.71,2026-01-16,739,N20,VIIRS,n,2.0NRT,293.86,4.25,D
16.56931,96.37142,337.54,0.61,0.71,2026-01-16,739,N20,VIIRS,n,2.0NRT,294.47,3.97,D
16.59508,77.83738,339.71,0.43,0.46,2026-01-16,739,N20,VIIRS,n,2.0NRT,305.65,4.29,D
16.6277,77.27581,334.53,0.46,0.47,2026-01-16,739,N20,VIIRS,n,2.0NRT,301.18,2.36,D
16.6595,77.66473,332.24,0.44,0.46,2026-01-16,739,N20,VIIRS,n,2.0NRT,301.97,3.1,D
16.7756,77.37483,333.11,0.45,0.47,2026-01-16,739,N20,VIIRS,n,2.0NRT,303.04,3.27,D
16.96359,95.88248,343.61,0.58,0.69,2026-01-16,739,N20,VIIRS,n,2.0NRT,297.82,6.64,D
17.08766,77.50362,332.98,0.44,0.46,2026-01-16,739,N20,VIIRS,n,2.0NRT,302.61,3.25,D
17.15198,78.90024,345.72,0.54,0.42,2026-01-16,739,N20,VIIRS,n,2.0NRT,306.87,7.47,D
17.15431,78.90278,334.51,0.54,0.42,2026-01-16,739,N20,VIIRS,l,2.0NRT,306.14,8.61,D
17.43706,95.9597,327.81,0.59,0.7,2026-01-16,739,N20,VIIRS,n,2.0NRT,292.49,2.72,D
17.48794,79.9174,331.53,0.47,0.4,2026-01-16,739,N20,VIIRS,n,2.0NRT,304.49,1.9,D
17.49839,94.97708,332.24,0.51,0.66,2026-01-16,739,N20,VIIRS,n,2.0NRT,293.45,3.9,D
17.49894,94.97592,338.2,0.51,0.66,2026-01-16,739,N20,VIIRS,n,2.0NRT,293.65,5.56,D
17.54803,83.06662,331.9,0.38,0.36,2026-01-16,739,N20,VIIRS,n,2.0NRT,301.88,1.67,D
17.58434,80.81437,336.8,0.43,0.38,2026-01-16,739,N20,VIIRS,n,2.0NRT,304.38,3.23,D
17.58732,80.78886,336.44,0.43,0.38,2026-01-16,739,N20,VIIRS,n,2.0NRT,306.95,3.39,D
17.60581,83.20071,333.57,0.38,0.36,2026-01-16,739,N20,VIIRS,n,2.0NRT,303.52,4.09,D
17.60636,83.2043,334.87,0.38,0.36,2026-01-16,739,N20,VIIRS,l,2.0NRT,305.83,3.48,D
17.60965,83.20374,335.08,0.38,0.36,2026-01-16,739,N20,VIIRS,n,2.0NRT,305.92,3.48,D
17.61193,81.04795,330.98,0.42,0.38,2026-01-16,739,N20,VIIRS,l,2.0NRT,305.92,1.95,D
17.62252,82.75752,331.31,0.39,0.36,2026-01-16,739,N20,VIIRS,n,2.0NRT,300.92,1.72,D
17.6489,81.12691,331.75,0.42,0.38,2026-01-16,739,N20,VIIRS,n,2.0NRT,303.42,2.36,D
17.65011,81.13042,331.71,0.42,0.38,2026-01-16,739,N20,VIIRS,n,2.0NRT,302.11,1.29,D
17.69913,81.88715,332.23,0.4,0.37,2026-01-16,739,N20,VIIRS,n,2.0NRT,305.56,3.4,D
17.70464,81.87856,343.47,0.4,0.37,2026-01-16,739,N20,VIIRS,n,2.0NRT,305.71,5.41,D
17.90851,82.19671,336.54,0.39,0.36,2026-01-16,739,N20,VIIRS,n,2.0NRT,302.23,4.88,D
18.41165,95.25269,327.99,0.54,0.68,2026-01-16,739,N20,VIIRS,l,2.0NRT,299.2,7.33,D
18.47405,95.3398,327.35,0.55,0.68,2026-01-16,739,N20,VIIRS,n,2.0NRT,296.89,4.06,D
18.60883,95.17399,367.0,0.54,0.68,2026-01-16,739,N20,VIIRS,h,2.0NRT,295.48,13.2,D
18.61509,95.17344,336.18,0.54,0.68,2026-01-16,739,N20,VIIRS,n,2.0NRT,296.7,7.2,D
18.62996,95.19796,336.56,0.54,0.68,2026-01-16,739,N20,VIIRS,n,2.0NRT,293.59,4.87,D
18.73286,95.48155,328.05,0.57,0.69,2026-01-16,739,N20,VIIRS,n,2.0NRT,295.06,3.87,D
18.91709,95.20275,338.88,0.55,0.68,2026-01-16,739,N20,VIIRS,n,2.0NRT,296.37,5.56,D
18.92086,95.20049,344.75,0.55,0.68,2026-01-16,739,N20,VIIRS,n,2.0NRT,296.58,5.47,D
19.12217,94.05463,327.48,0.46,0.64,2026-01-16,739,N20,VIIRS,n,2.0NRT,297.89,1.86,D
16.67221,74.42035,343.97,0.36,0.57,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.4,5.41,D
16.67288,74.42364,334.1,0.35,0.57,2026-01-16,741,N20,VIIRS,n,2.0NRT,302.27,4.35,D
16.69724,74.38435,332.04,0.36,0.57,2026-01-16,741,N20,VIIRS,n,2.0NRT,302.91,2.92,D
16.71425,74.54908,331.51,0.35,0.57,2026-01-16,741,N20,VIIRS,n,2.0NRT,300.24,2.88,D
16.72445,75.01545,334.05,0.32,0.55,2026-01-16,741,N20,VIIRS,n,2.0NRT,297.84,1.88,D
16.91787,74.10271,346.88,0.37,0.58,2026-01-16,741,N20,VIIRS,n,2.0NRT,301.56,4.01,D
16.95855,75.02056,343.5,0.32,0.55,2026-01-16,741,N20,VIIRS,n,2.0NRT,299.74,4.21,D
17.06882,76.59033,342.06,0.5,0.49,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.99,5.56,D
17.07147,76.59033,341.38,0.5,0.49,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.58,5.29,D
17.41618,75.8474,331.16,0.55,0.51,2026-01-16,741,N20,VIIRS,n,2.0NRT,301.64,2.97,D
17.499,73.98972,339.09,0.37,0.58,2026-01-16,741,N20,VIIRS,n,2.0NRT,299.97,3.16,D
17.53911,77.98017,330.26,0.4,0.45,2026-01-16,741,N20,VIIRS,l,2.0NRT,305.14,2.7,D
17.5479,78.35223,342.41,0.38,0.43,2026-01-16,741,N20,VIIRS,n,2.0NRT,307.19,6.35,D
17.65349,76.44346,338.99,0.5,0.49,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.93,5.06,D
17.70638,80.34511,332.68,0.45,0.39,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.36,2.44,D
17.70784,76.35134,338.11,0.51,0.49,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.07,5.61,D
17.72095,80.19868,335.81,0.46,0.39,2026-01-16,741,N20,VIIRS,n,2.0NRT,306.9,3.13,D
17.72169,80.20301,340.24,0.46,0.39,2026-01-16,741,N20,VIIRS,n,2.0NRT,306.86,4.67,D
17.72465,80.38909,346.94,0.45,0.39,2026-01-16,741,N20,VIIRS,n,2.0NRT,306.53,5.39,D
17.76915,80.0926,333.04,0.46,0.39,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.36,3.14,D
17.85122,78.03716,341.39,0.4,0.44,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.52,2.75,D
17.86666,79.9144,334.28,0.47,0.4,2026-01-16,741,N20,VIIRS,n,2.0NRT,307.17,3.52,D
17.87842,80.43929,341.78,0.45,0.39,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.89,4.46,D
17.89928,76.96884,335.75,0.46,0.47,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.35,3.67,D
17.90063,76.967,334.11,0.46,0.47,2026-01-16,741,N20,VIIRS,n,2.0NRT,302.91,2.46,D
17.91025,73.4221,338.27,0.39,0.59,2026-01-16,741,N20,VIIRS,n,2.0NRT,300.11,3.22,D
17.92179,81.59492,333.2,0.41,0.37,2026-01-16,741,N20,VIIRS,l,2.0NRT,305.93,0.75,D
17.92189,81.46556,338.05,0.41,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,306.06,3.58,D
17.94941,77.49322,341.95,0.43,0.46,2026-01-16,741,N20,VIIRS,n,2.0NRT,307.29,10.66,D
17.9521,77.48456,333.83,0.43,0.46,2026-01-16,741,N20,VIIRS,l,2.0NRT,305.4,2.7,D
17.9576,81.61518,338.8,0.41,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,306.05,3.92,D
17.96894,81.62098,336.95,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,306.98,3.53,D
17.97231,81.62039,341.35,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,308.6,3.53,D
18.01257,79.66641,335.64,0.48,0.4,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.75,6.94,D
18.045,73.81125,350.68,0.37,0.58,2026-01-16,741,N20,VIIRS,n,2.0NRT,300.13,4.51,D
18.04543,73.81205,348.5,0.37,0.58,2026-01-16,741,N20,VIIRS,n,2.0NRT,299.42,5.51,D
18.04793,80.47697,330.82,0.44,0.39,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.14,2.74,D
18.07062,80.41771,334.3,0.44,0.39,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.12,3.36,D
18.07667,74.02042,334.53,0.35,0.57,2026-01-16,741,N20,VIIRS,n,2.0NRT,301.4,2.03,D
18.11275,81.75092,334.15,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,307.02,1.89,D
18.11964,81.81516,334.74,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,306.7,2.82,D
18.12006,81.75349,341.48,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,308.52,6.89,D
18.12881,73.55898,348.51,0.38,0.59,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.9,4.38,D
18.13226,74.1012,349.96,0.35,0.57,2026-01-16,741,N20,VIIRS,n,2.0NRT,302.32,3.77,D
18.13269,81.6817,344.32,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,306.88,6.09,D
18.15371,81.81301,346.2,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,311.76,4.46,D
18.15754,81.75074,336.74,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,307.35,3.37,D
18.1609,81.75015,334.63,0.4,0.37,2026-01-16,741,N20,VIIRS,l,2.0NRT,307.72,3.12,D
18.17301,74.73399,337.55,0.63,0.54,2026-01-16,741,N20,VIIRS,n,2.0NRT,300.6,5.34,D
18.20042,82.51684,341.97,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,312.07,6.54,D
18.20532,81.96478,337.94,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,310.56,3.74,D
18.2177,82.95897,337.89,0.38,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,298.61,2.63,D
18.22942,81.90696,333.96,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.14,1.99,D
18.23644,78.2707,333.32,0.57,0.43,2026-01-16,741,N20,VIIRS,l,2.0NRT,306.21,6.15,D
18.26418,73.13988,344.23,0.4,0.6,2026-01-16,741,N20,VIIRS,n,2.0NRT,302.29,4.8,D
18.27028,75.24687,333.73,0.58,0.52,2026-01-16,741,N20,VIIRS,n,2.0NRT,301.3,1.92,D
18.27046,79.96479,336.63,0.46,0.39,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.42,5.09,D
18.32961,82.84743,345.64,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,310.74,4.75,D
18.33558,81.8465,335.21,0.4,0.37,2026-01-16,741,N20,VIIRS,l,2.0NRT,307.93,2.43,D
18.34778,73.32373,336.41,0.39,0.59,2026-01-16,741,N20,VIIRS,l,2.0NRT,307.21,3.63,D
18.34964,82.08426,335.84,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.54,2.38,D
18.35719,82.93909,339.6,0.38,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,310.2,5.25,D
18.36048,82.93855,338.45,0.38,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,306.86,6.24,D
18.43488,73.2196,337.69,0.39,0.6,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.98,3.24,D
18.43563,73.22322,339.2,0.39,0.6,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.78,4.71,D
18.44375,74.78255,343.25,0.62,0.54,2026-01-16,741,N20,VIIRS,n,2.0NRT,302.26,10.63,D
18.44681,74.78387,343.61,0.62,0.54,2026-01-16,741,N20,VIIRS,n,2.0NRT,302.24,10.39,D
18.60797,75.30013,341.88,0.57,0.52,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.15,12.98,D
18.67299,79.07253,332.09,0.5,0.41,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.19,2.45,D
18.76316,74.1151,336.99,0.34,0.56,2026-01-16,741,N20,VIIRS,n,2.0NRT,302.13,1.83,D
18.7649,74.11437,330.02,0.34,0.56,2026-01-16,741,N20,VIIRS,n,2.0NRT,301.23,1.6,D
18.77133,74.1036,333.18,0.34,0.56,2026-01-16,741,N20,VIIRS,n,2.0NRT,301.61,2.23,D
18.80167,82.49348,334.65,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.2,2.87,D
18.85634,78.71844,333.42,0.52,0.42,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.24,3.62,D
18.85845,84.50011,332.96,0.4,0.37,2026-01-16,741,N20,VIIRS,l,2.0NRT,303.26,11.06,D
18.86977,73.26922,330.15,0.38,0.59,2026-01-16,741,N20,VIIRS,l,2.0NRT,302.18,1.61,D
18.87494,82.5257,333.07,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.24,2.73,D
19.00708,76.63329,336.86,0.46,0.47,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.03,8.92,D
19.00789,76.63758,339.02,0.46,0.47,2026-01-16,741,N20,VIIRS,n,2.0NRT,299.39,9.31,D
19.05198,82.35279,347.03,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,310.0,8.68,D
19.05529,82.35223,350.43,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,308.04,8.68,D
19.06021,82.25385,341.7,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,308.15,5.91,D
19.06527,84.50111,333.04,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,306.25,2.0,D
19.09775,82.16836,335.66,0.39,0.36,2026-01-16,741,N20,VIIRS,l,2.0NRT,306.81,4.06,D
19.10775,82.27565,332.58,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.95,1.27,D
19.14008,77.48637,338.37,0.41,0.45,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.88,3.11,D
19.18751,76.87381,338.16,0.44,0.46,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.68,3.57,D
19.18783,76.87678,334.18,0.44,0.46,2026-01-16,741,N20,VIIRS,n,2.0NRT,302.62,3.32,D
19.21409,84.58988,330.73,0.4,0.37,2026-01-16,741,N20,VIIRS,l,2.0NRT,305.04,1.99,D
19.23512,84.80945,336.6,0.41,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.71,3.51,D
19.23953,84.5277,331.71,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.79,1.59,D
19.28296,73.65659,342.75,0.35,0.57,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.91,4.05,D
19.29717,75.86379,332.02,0.51,0.49,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.59,3.08,D
19.30163,75.86282,338.81,0.51,0.49,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.83,5.65,D
19.31242,81.67757,345.19,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,306.33,4.82,D
19.31997,82.00385,333.46,0.39,0.36,2026-01-16,741,N20,VIIRS,l,2.0NRT,305.61,3.09,D
19.32807,82.55458,337.69,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,307.61,3.33,D
19.34916,82.05923,352.45,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,307.99,5.99,D
19.35517,84.43553,333.09,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,307.31,1.73,D
19.36715,74.99943,339.99,0.58,0.52,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.58,4.62,D
19.37441,74.8157,333.52,0.59,0.53,2026-01-16,741,N20,VIIRS,n,2.0NRT,302.28,3.08,D
19.37871,73.30603,338.11,0.37,0.58,2026-01-16,741,N20,VIIRS,n,2.0NRT,308.16,2.75,D
19.38087,84.40839,331.61,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,301.02,2.26,D
19.39431,84.72916,331.45,0.41,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.87,1.82,D
19.40076,73.06901,346.21,0.38,0.59,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.36,3.94,D
19.44801,74.31216,356.26,0.32,0.54,2026-01-16,741,N20,VIIRS,n,2.0NRT,306.56,5.36,D
19.44868,74.31022,341.72,0.32,0.54,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.54,2.72,D
19.44927,74.31305,339.66,0.32,0.54,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.07,2.72,D
19.45898,73.63487,367.0,0.35,0.57,2026-01-16,741,N20,VIIRS,h,2.0NRT,305.62,7.2,D
19.46612,82.65727,335.03,0.38,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,300.34,2.98,D
19.47928,82.655,330.61,0.38,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,298.99,2.37,D
19.47968,82.83358,338.65,0.38,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,306.4,3.51,D
