latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
19.49866,79.58135,338.1,0.47,0.39,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.67,4.1,D
19.51169,81.66904,332.84,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.19,3.47,D
19.51528,82.80146,333.09,0.38,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.44,2.58,D
19.52578,82.84807,332.15,0.38,0.36,2026-01-16,741,N20,VIIRS,l,2.0NRT,305.04,1.36,D
19.52823,75.85815,340.92,0.51,0.49,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.02,8.82,D
19.53576,77.53443,333.33,0.4,0.44,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.67,2.35,D
19.55303,81.92872,332.92,0.39,0.36,2026-01-16,741,N20,VIIRS,l,2.0NRT,303.74,4.16,D
19.56354,82.51752,333.92,0.39,0.36,2026-01-16,741,N20,VIIRS,l,2.0NRT,305.46,5.96,D
19.56935,71.35642,367.0,0.49,0.65,2026-01-16,741,N20,VIIRS,h,2.0NRT,296.15,8.52,D
19.58469,82.85288,330.63,0.38,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.39,1.59,D
19.60263,82.55185,340.63,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.55,3.23,D
19.60592,82.55127,344.89,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.6,6.37,D
19.60662,82.84171,337.8,0.38,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,307.55,2.64,D
19.61633,81.96311,331.45,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.15,2.21,D
19.61676,82.53033,352.05,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.74,10.48,D
19.62647,82.48389,333.06,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,300.5,2.33,D
19.62976,82.48331,346.98,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,307.29,4.61,D
19.63033,82.48696,340.15,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,306.89,4.61,D
19.63361,82.48638,336.45,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.98,4.61,D
19.63774,82.75819,331.13,0.38,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.55,1.4,D
19.65702,82.59417,331.02,0.38,0.36,2026-01-16,741,N20,VIIRS,l,2.0NRT,301.49,3.84,D
19.65867,83.47813,332.14,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.94,2.81,D
19.67488,82.51283,336.3,0.39,0.36,2026-01-16,741,N20,VIIRS,l,2.0NRT,307.38,3.39,D
19.67774,82.75095,352.85,0.38,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,307.36,5.48,D
19.68826,82.79761,330.48,0.38,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,302.43,1.57,D
19.69011,75.92403,332.35,0.5,0.49,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.44,4.62,D
19.69166,82.8641,335.77,0.38,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,307.25,3.41,D
19.71854,82.86325,336.2,0.38,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.45,2.65,D
19.71981,83.34433,333.7,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.69,2.21,D
19.74099,82.83334,332.0,0.38,0.36,2026-01-16,741,N20,VIIRS,l,2.0NRT,304.46,1.76,D
19.75197,82.83893,334.51,0.38,0.36,2026-01-16,741,N20,VIIRS,l,2.0NRT,305.13,2.21,D
19.75859,82.86017,331.19,0.38,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.68,1.72,D
19.77292,82.90993,333.45,0.38,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,306.92,1.65,D
19.80582,82.06504,333.82,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.1,2.34,D
19.81736,82.84202,331.55,0.38,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.77,1.19,D
19.83603,82.85376,331.32,0.38,0.36,2026-01-16,741,N20,VIIRS,l,2.0NRT,305.3,2.87,D
19.83656,82.45756,340.42,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,306.18,5.11,D
19.8446,85.24181,334.08,0.42,0.38,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.49,4.27,D
19.84641,82.21607,347.08,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,313.83,26.69,D
19.84735,74.72436,335.1,0.59,0.53,2026-01-16,741,N20,VIIRS,n,2.0NRT,302.67,4.02,D
19.86949,82.45187,332.24,0.39,0.36,2026-01-16,741,N20,VIIRS,l,2.0NRT,302.89,7.75,D
19.86993,85.92393,334.45,0.45,0.39,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.9,3.94,D
19.96258,94.93162,343.52,0.54,0.68,2026-01-16,741,N20,VIIRS,n,2.0NRT,298.48,6.13,D
19.96424,86.11861,334.1,0.46,0.39,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.5,5.37,D
19.96701,85.94968,331.24,0.45,0.39,2026-01-16,741,N20,VIIRS,l,2.0NRT,301.54,1.66,D
19.96743,82.33756,334.97,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.01,2.51,D
20.00538,85.70164,331.05,0.44,0.39,2026-01-16,741,N20,VIIRS,n,2.0NRT,301.02,1.41,D
20.0234,97.22358,339.24,0.76,0.77,2026-01-16,741,N20,VIIRS,n,2.0NRT,297.27,12.96,D
20.02687,97.22192,331.33,0.76,0.77,2026-01-16,741,N20,VIIRS,n,2.0NRT,295.79,13.41,D
20.03499,81.9868,346.59,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,306.3,4.27,D
20.03786,85.86142,331.08,0.45,0.39,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.43,1.32,D
20.07962,74.47408,335.23,0.6,0.53,2026-01-16,741,N20,VIIRS,n,2.0NRT,300.47,4.96,D
20.08294,94.7468,329.73,0.53,0.67,2026-01-16,741,N20,VIIRS,n,2.0NRT,296.88,2.35,D
20.09524,96.99508,326.6,0.74,0.76,2026-01-16,741,N20,VIIRS,n,2.0NRT,292.66,3.17,D
20.10377,85.68311,344.92,0.44,0.39,2026-01-16,741,N20,VIIRS,n,2.0NRT,300.54,8.71,D
20.10407,93.30932,328.89,0.42,0.61,2026-01-16,741,N20,VIIRS,l,2.0NRT,303.0,2.53,D
20.10525,84.16601,329.24,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,299.57,1.26,D
20.11266,93.15782,327.76,0.41,0.61,2026-01-16,741,N20,VIIRS,n,2.0NRT,297.98,2.35,D
20.11304,93.16181,338.3,0.41,0.61,2026-01-16,741,N20,VIIRS,n,2.0NRT,297.65,2.35,D
20.12113,86.03069,337.91,0.46,0.39,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.2,5.07,D
20.1227,86.0295,337.71,0.46,0.39,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.14,3.97,D
20.12495,82.12566,332.25,0.39,0.36,2026-01-16,741,N20,VIIRS,l,2.0NRT,304.16,4.24,D
20.12855,85.6535,331.11,0.44,0.38,2026-01-16,741,N20,VIIRS,n,2.0NRT,302.82,1.32,D
20.13974,93.20355,327.23,0.42,0.61,2026-01-16,741,N20,VIIRS,l,2.0NRT,300.23,4.17,D
20.17824,95.39442,338.62,0.58,0.7,2026-01-16,741,N20,VIIRS,n,2.0NRT,299.23,4.85,D
20.18238,86.35716,340.75,0.48,0.4,2026-01-16,741,N20,VIIRS,n,2.0NRT,302.23,5.24,D
20.18298,86.3617,331.51,0.48,0.4,2026-01-16,741,N20,VIIRS,l,2.0NRT,302.61,3.58,D
20.19163,86.31435,332.17,0.47,0.4,2026-01-16,741,N20,VIIRS,l,2.0NRT,303.02,4.01,D
20.20967,85.95527,347.24,0.46,0.39,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.98,9.59,D
20.21325,85.95473,343.4,0.46,0.39,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.4,9.59,D
20.27293,93.24838,327.51,0.42,0.61,2026-01-16,741,N20,VIIRS,l,2.0NRT,297.86,2.56,D
20.27557,86.46909,332.09,0.48,0.4,2026-01-16,741,N20,VIIRS,n,2.0NRT,301.83,2.13,D
20.2776,83.16692,332.71,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.19,2.25,D
20.29275,81.48604,336.67,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.16,2.68,D
20.29628,81.91705,331.82,0.39,0.36,2026-01-16,741,N20,VIIRS,l,2.0NRT,304.62,1.69,D
20.34184,81.51942,345.02,0.39,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,307.29,8.2,D
20.36106,85.93409,331.2,0.46,0.39,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.83,1.98,D
20.40396,95.57624,337.52,0.6,0.71,2026-01-16,741,N20,VIIRS,n,2.0NRT,299.72,6.17,D
20.40413,95.57706,339.53,0.6,0.71,2026-01-16,741,N20,VIIRS,n,2.0NRT,299.1,6.53,D
20.45341,86.5782,335.74,0.49,0.4,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.63,5.47,D
20.45649,83.02325,331.88,0.38,0.36,2026-01-16,741,N20,VIIRS,l,2.0NRT,303.03,3.51,D
20.47156,83.53681,334.74,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.72,3.17,D
20.47751,77.06765,330.21,0.41,0.45,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.67,1.34,D
20.48871,81.5854,337.45,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,302.54,3.36,D
20.52736,86.46033,338.77,0.48,0.4,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.9,3.94,D
20.52931,86.41766,333.61,0.48,0.4,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.15,21.53,D
20.53276,86.21733,336.88,0.47,0.4,2026-01-16,741,N20,VIIRS,n,2.0NRT,306.44,3.62,D
20.55458,83.45488,339.9,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.39,3.16,D
20.55789,83.45433,331.15,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.65,2.51,D
20.58079,86.01562,332.75,0.46,0.39,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.41,2.62,D
20.58381,86.01064,331.21,0.46,0.39,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.68,3.36,D
20.58439,86.01508,345.4,0.46,0.39,2026-01-16,741,N20,VIIRS,n,2.0NRT,309.72,18.29,D
20.58978,94.73449,367.0,0.53,0.67,2026-01-16,741,N20,VIIRS,h,2.0NRT,299.12,8.95,D
20.59678,86.50231,333.01,0.49,0.4,2026-01-16,741,N20,VIIRS,n,2.0NRT,302.87,2.62,D
20.59752,81.64994,334.34,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,306.19,2.66,D
20.62878,83.08761,332.85,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,301.82,1.46,D
20.63535,86.09356,339.2,0.47,0.39,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.26,3.62,D
20.63727,82.05301,337.83,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.33,2.9,D
20.64011,86.15676,331.73,0.47,0.4,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.12,2.95,D
20.64896,86.62559,335.26,0.5,0.41,2026-01-16,741,N20,VIIRS,n,2.0NRT,301.87,4.85,D
20.66116,81.92405,336.87,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.33,3.3,D
20.66854,93.07355,344.74,0.41,0.61,2026-01-16,741,N20,VIIRS,n,2.0NRT,299.15,3.74,D
20.70568,78.62393,335.38,0.5,0.41,2026-01-16,741,N20,VIIRS,n,2.0NRT,306.12,6.16,D
20.7182,76.89212,334.15,0.42,0.45,2026-01-16,741,N20,VIIRS,n,2.0NRT,308.08,2.76,D
20.72535,86.6873,333.5,0.5,0.41,2026-01-16,741,N20,VIIRS,n,2.0NRT,300.59,4.16,D
20.73779,84.386,341.92,0.41,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.72,4.95,D
20.7444,81.0577,330.61,0.4,0.37,2026-01-16,741,N20,VIIRS,l,2.0NRT,305.5,1.57,D
20.7459,83.88121,339.23,0.39,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.97,3.31,D
20.77067,81.73296,330.31,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.3,1.2,D
20.77464,81.13828,331.87,0.4,0.37,2026-01-16,741,N20,VIIRS,l,2.0NRT,306.83,1.94,D
20.78052,83.79089,334.6,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.87,2.47,D
20.78339,86.25267,334.82,0.48,0.4,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.64,2.66,D
20.78362,85.26798,330.04,0.43,0.38,2026-01-16,741,N20,VIIRS,l,2.0NRT,304.74,3.0,D
20.78402,84.21705,331.98,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,301.98,2.04,D
20.79076,81.17439,335.35,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,306.63,2.68,D
20.7924,85.25391,344.38,0.43,0.38,2026-01-16,741,N20,VIIRS,n,2.0NRT,309.16,5.55,D
20.79589,85.25337,334.86,0.43,0.38,2026-01-16,741,N20,VIIRS,n,2.0NRT,308.0,5.55,D
20.79612,83.78465,342.94,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.21,5.22,D
20.79813,84.3645,330.36,0.4,0.37,2026-01-16,741,N20,VIIRS,l,2.0NRT,303.96,3.01,D
20.79868,84.36837,332.16,0.41,0.37,2026-01-16,741,N20,VIIRS,l,2.0NRT,302.22,3.01,D
20.80239,82.00065,330.43,0.39,0.36,2026-01-16,741,N20,VIIRS,l,2.0NRT,304.28,1.38,D
20.80503,81.07826,342.08,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.84,4.57,D
20.80692,85.25593,333.57,0.43,0.38,2026-01-16,741,N20,VIIRS,l,2.0NRT,307.09,2.4,D
20.81382,84.1848,340.86,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.35,3.66,D
20.81486,82.05898,337.26,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.16,3.92,D
20.81645,86.36552,332.63,0.48,0.4,2026-01-16,741,N20,VIIRS,n,2.0NRT,302.26,2.23,D
20.82209,85.39383,339.7,0.44,0.38,2026-01-16,741,N20,VIIRS,n,2.0NRT,301.46,7.84,D
20.82234,83.73042,331.32,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,302.11,2.19,D
20.82618,83.94556,330.95,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.13,1.83,D
20.83045,86.66462,332.46,0.5,0.41,2026-01-16,741,N20,VIIRS,n,2.0NRT,302.25,3.43,D
20.83437,86.96185,334.04,0.52,0.41,2026-01-16,741,N20,VIIRS,l,2.0NRT,307.51,7.66,D
20.8388,92.52688,343.23,0.38,0.59,2026-01-16,741,N20,VIIRS,n,2.0NRT,299.18,3.83,D
20.84023,86.40454,331.8,0.49,0.4,2026-01-16,741,N20,VIIRS,n,2.0NRT,306.16,3.1,D
20.8456,83.74961,336.54,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.5,4.97,D
20.85171,83.74476,338.63,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.17,4.2,D
20.85392,84.34367,339.18,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.03,5.1,D
20.85573,83.93687,343.39,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.61,4.74,D
20.86018,86.21404,331.17,0.48,0.4,2026-01-16,741,N20,VIIRS,l,2.0NRT,303.92,1.63,D
20.86427,84.9881,333.84,0.42,0.38,2026-01-16,741,N20,VIIRS,l,2.0NRT,307.69,2.85,D
20.86483,84.99218,333.32,0.42,0.38,2026-01-16,741,N20,VIIRS,l,2.0NRT,307.4,6.57,D
20.86739,85.25507,332.71,0.43,0.38,2026-01-16,741,N20,VIIRS,n,2.0NRT,302.55,3.64,D
20.87272,83.79514,336.72,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.11,4.05,D
20.87622,86.56673,333.69,0.49,0.41,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.18,3.16,D
20.87815,81.36073,330.39,0.39,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.75,1.92,D
20.87829,80.45779,332.52,0.42,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.86,3.16,D
20.88326,86.36042,341.21,0.48,0.4,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.33,5.59,D
20.88493,86.54617,331.43,0.49,0.41,2026-01-16,741,N20,VIIRS,n,2.0NRT,300.63,5.61,D
20.88884,83.78864,333.13,0.39,0.36,2026-01-16,741,N20,VIIRS,l,2.0NRT,305.46,2.12,D
20.8916,83.80745,333.49,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,302.48,1.56,D
20.89411,83.80686,332.82,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,302.22,2.2,D
20.90186,83.81329,340.15,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,307.87,3.17,D
20.90219,86.24973,331.22,0.48,0.4,2026-01-16,741,N20,VIIRS,l,2.0NRT,301.3,1.74,D
20.90239,86.25155,333.77,0.48,0.4,2026-01-16,741,N20,VIIRS,n,2.0NRT,301.48,4.26,D
20.90255,83.77081,336.61,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.21,2.21,D
20.9236,86.10023,340.3,0.47,0.4,2026-01-16,741,N20,VIIRS,n,2.0NRT,301.67,9.7,D
20.92521,86.16913,330.47,0.47,0.4,2026-01-16,741,N20,VIIRS,l,2.0NRT,304.23,3.61,D
20.9325,86.16805,336.82,0.47,0.4,2026-01-16,741,N20,VIIRS,l,2.0NRT,306.95,5.13,D
20.93309,86.17258,332.92,0.47,0.4,2026-01-16,741,N20,VIIRS,l,2.0NRT,303.35,5.13,D
20.93465,84.10295,332.71,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.23,2.82,D
20.93763,81.51941,334.1,0.39,0.36,2026-01-16,741,N20,VIIRS,l,2.0NRT,305.63,3.65,D
20.9388,82.0481,345.98,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,308.5,12.07,D
20.94061,86.06092,337.59,0.47,0.4,2026-01-16,741,N20,VIIRS,n,2.0NRT,307.23,3.58,D
20.94074,86.46333,334.14,0.49,0.4,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.01,3.37,D
20.94077,77.34091,330.27,0.39,0.44,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.94,2.08,D
20.9421,82.04752,343.83,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,312.25,12.47,D
20.94314,86.48213,338.46,0.49,0.4,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.57,4.49,D
20.94324,82.05488,341.46,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,306.01,3.84,D
20.94451,85.5267,333.96,0.44,0.39,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.85,2.29,D
20.94926,82.05004,338.09,0.39,0.36,2026-01-16,741,N20,VIIRS,l,2.0NRT,308.93,4.37,D
20.94995,86.47635,336.89,0.49,0.4,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.32,4.95,D
20.95028,86.05027,334.33,0.47,0.4,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.97,3.1,D
20.95612,81.48534,331.88,0.39,0.36,2026-01-16,741,N20,VIIRS,l,2.0NRT,306.12,2.73,D
20.95679,86.64967,337.46,0.5,0.41,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.59,3.62,D
20.96073,85.17358,333.4,0.43,0.38,2026-01-16,741,N20,VIIRS,l,2.0NRT,307.25,5.51,D
20.96128,84.03606,331.27,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.83,1.14,D
20.96297,86.00726,336.28,0.47,0.39,2026-01-16,741,N20,VIIRS,n,2.0NRT,309.44,13.63,D
20.96302,85.19012,347.97,0.43,0.38,2026-01-16,741,N20,VIIRS,n,2.0NRT,315.8,9.7,D
20.96575,86.57047,330.92,0.5,0.41,2026-01-16,741,N20,VIIRS,l,2.0NRT,304.64,4.4,D
20.96618,83.87993,337.72,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.04,3.17,D
20.96688,83.81418,334.36,0.39,0.37,2026-01-16,741,N20,VIIRS,l,2.0NRT,305.72,2.23,D
20.96769,85.17252,340.16,0.43,0.38,2026-01-16,741,N20,VIIRS,n,2.0NRT,308.16,5.57,D
20.96826,85.17664,348.91,0.43,0.38,2026-01-16,741,N20,VIIRS,n,2.0NRT,310.36,3.89,D
20.9684,86.02016,333.46,0.47,0.39,2026-01-16,741,N20,VIIRS,l,2.0NRT,307.34,5.51,D
20.96888,85.15556,334.55,0.43,0.38,2026-01-16,741,N20,VIIRS,l,2.0NRT,306.66,3.44,D
20.97085,81.19636,333.41,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.64,2.86,D
20.97175,85.17612,337.33,0.43,0.38,2026-01-16,741,N20,VIIRS,l,2.0NRT,309.03,3.89,D
20.97383,86.00568,333.33,0.47,0.39,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.66,2.7,D
20.97924,86.2402,333.47,0.48,0.4,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.6,3.03,D
20.97974,73.34361,343.51,0.34,0.56,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.48,6.23,D
20.98447,86.50977,336.3,0.49,0.4,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.17,3.82,D
20.98723,83.65271,343.09,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.25,3.19,D
20.98972,82.79939,332.95,0.38,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,306.45,5.45,D
20.99141,86.3607,330.47,0.48,0.4,2026-01-16,741,N20,VIIRS,n,2.0NRT,303.06,2.12,D
20.99426,86.01292,332.41,0.47,0.39,2026-01-16,741,N20,VIIRS,l,2.0NRT,304.78,8.72,D
20.99583,83.525,331.3,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,301.65,1.71,D
21.00164,83.26546,340.11,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,309.67,10.15,D
21.01035,72.94457,338.8,0.36,0.58,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.72,2.92,D
21.01081,80.85555,348.47,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,307.64,6.8,D
21.01354,86.41448,338.76,0.49,0.4,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.61,4.99,D
21.01385,81.76563,341.99,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,310.17,2.47,D
21.01418,80.85494,354.32,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,307.98,6.8,D
21.01542,85.27616,334.83,0.44,0.38,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.06,2.6,D
21.01723,86.41394,338.4,0.49,0.4,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.01,4.99,D
21.01785,86.41861,331.15,0.49,0.4,2026-01-16,741,N20,VIIRS,l,2.0NRT,304.71,7.52,D
21.01966,83.75883,333.17,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.62,1.84,D
21.0206,86.24485,351.78,0.48,0.4,2026-01-16,741,N20,VIIRS,n,2.0NRT,308.17,8.37,D
21.02119,86.24945,336.83,0.48,0.4,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.59,6.45,D
21.02219,81.38856,338.09,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,307.45,3.66,D
21.02316,83.68896,335.01,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,300.94,2.62,D
21.02761,86.1552,341.17,0.47,0.4,2026-01-16,741,N20,VIIRS,n,2.0NRT,306.1,10.98,D
21.02951,81.34859,335.4,0.39,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,306.84,2.59,D
21.04003,83.5482,332.32,0.39,0.36,2026-01-16,741,N20,VIIRS,l,2.0NRT,302.44,2.09,D
21.04428,82.37646,335.88,0.38,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,306.68,3.53,D
21.05373,81.16206,354.3,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,308.65,6.71,D
21.05646,85.18507,345.48,0.43,0.38,2026-01-16,741,N20,VIIRS,n,2.0NRT,306.08,4.95,D
21.0576,85.19334,346.55,0.43,0.38,2026-01-16,741,N20,VIIRS,n,2.0NRT,302.99,9.46,D
21.05767,86.57654,332.85,0.5,0.41,2026-01-16,741,N20,VIIRS,l,2.0NRT,303.13,2.25,D
21.05874,86.5733,341.35,0.5,0.41,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.13,3.62,D
21.06378,83.59401,332.37,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,302.7,1.14,D
21.06916,86.38885,341.41,0.49,0.4,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.81,5.59,D
21.07829,83.57989,331.6,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,302.27,1.73,D
21.07834,81.29355,334.47,0.4,0.37,2026-01-16,741,N20,VIIRS,l,2.0NRT,306.09,4.97,D
21.08171,94.93916,367.0,0.56,0.68,2026-01-16,741,N20,VIIRS,h,2.0NRT,297.46,8.71,D
21.08532,94.94202,332.26,0.55,0.68,2026-01-16,741,N20,VIIRS,n,2.0NRT,297.03,8.68,D
21.09434,81.91059,345.08,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,307.16,5.56,D
21.10226,72.63631,348.02,0.38,0.59,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.3,6.91,D
21.10263,83.5835,339.9,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,309.13,8.03,D
21.10457,72.64694,367.0,0.38,0.59,2026-01-16,741,N20,VIIRS,h,2.0NRT,307.73,9.14,D
21.11129,86.16789,336.03,0.48,0.4,2026-01-16,741,N20,VIIRS,l,2.0NRT,306.04,5.29,D
21.11152,86.17075,367.0,0.48,0.4,2026-01-16,741,N20,VIIRS,h,2.0NRT,308.39,14.98,D
21.11188,86.17246,346.55,0.48,0.4,2026-01-16,741,N20,VIIRS,n,2.0NRT,304.93,8.58,D
21.11251,83.81677,333.67,0.4,0.37,2026-01-16,741,N20,VIIRS,n,2.0NRT,305.42,2.57,D
21.11462,81.60635,339.39,0.39,0.36,2026-01-16,741,N20,VIIRS,n,2.0NRT,307.6,5.86,D
21.11508,73.05082,339.29,0.36,0.57,2026-01-16,741,N20,VIIRS,n,2.0NRT,306.0,2.49,D
21.11612,86.17649,338.16,0.48,0.4,2026-01-16,741,N20,VIIRS,l,2.0NRT,310.69,54.97,D
21.1164,86.17934,339.88,0.48,0.4,2026-01-16,741,N20,VIIRS,n,2.0NRT,312.39,31.75,D
