id,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
84409,14.802,107.44,306.2,1972.0,1120.0,2026-01-18,533,Him9,NaN,59,1.1NRT,285.3,20.0,D
84410,16.423,96.16,321.9,1909.0,728.0,2026-01-18,533,Him9,NaN,71,1.1NRT,303.4,59.5,D
84411,20.15,96.858,314.7,1726.0,797.0,2026-01-18,533,Him9,NaN,70,1.1NRT,300.0,60.6,D
84412,21.066,101.107,311.0,1673.0,950.0,2026-01-18,533,Him9,NaN,84,1.1NRT,294.2,50.8,D
84413,21.346,98.151,313.4,1666.0,855.0,2026-01-18,533,Him9,NaN,79,1.1NRT,296.2,57.0,D
84414,18.23,80.65,303.8,1225.0,2972.0,2026-01-18,538,Met9,NaN,52,1.1NRT,302.2,50.1,D
84415,19.73,100.14,300.0,1203.0,3359.0,2026-01-18,538,Met9,NaN,58,1.1NRT,298.4,93.6,D
84416,22.06,83.74,301.9,1105.0,3017.0,2026-01-18,538,Met9,NaN,82,1.1NRT,300.1,62.7,D
84417,22.33,97.57,297.7,1118.0,3291.0,2026-01-18,538,Met9,NaN,55,1.1NRT,295.4,53.3,D
84418,22.33,97.63,298.2,1118.0,3292.0,2026-01-18,538,Met9,NaN,53,1.1NRT,295.6,64.5,D
84419,29.25,99.45,296.3,915.0,3232.0,2026-01-18,539,Met9,NaN,54,1.1NRT,292.1,175.2,D
84420,22.345,97.569,315.7,1620.0,851.0,2026-01-18,542,Him9,NaN,75,1.1NRT,298.3,67.6,D
84421,22.346,97.536,310.8,1620.0,850.0,2026-01-18,542,Him9,NaN,73,1.1NRT,297.0,38.7,D
84422,23.596,100.698,304.5,1554.0,972.0,2026-01-18,542,Him9,NaN,67,1.1NRT,292.1,34.1,D
84423,25.862,119.171,301.5,1412.0,1728.0,2026-01-18,542,Him9,NaN,68,1.1NRT,291.0,17.5,D
84424,13.296,106.729,316.0,2050.0,1079.0,2026-01-18,543,Him9,NaN,74,1.1NRT,301.4,34.9,D
84425,13.439,107.245,314.5,2042.0,1101.0,2026-01-18,543,Him9,NaN,79,1.1NRT,300.4,27.5,D
84426,13.707,104.467,323.9,2032.0,993.0,2026-01-18,543,Him9,NaN,78,1.1NRT,300.5,67.8,D
84427,15.188,107.679,306.5,1952.0,1133.0,2026-01-18,543,Him9,NaN,60,1.1NRT,282.4,23.0,D
84428,20.15,96.858,318.8,1726.0,797.0,2026-01-18,543,Him9,NaN,82,1.1NRT,299.6,85.5,D
84429,36.306,139.755,298.4,942.0,2710.0,2026-01-18,551,Him9,NaN,70,1.1NRT,284.9,16.8,D
84430,25.757,119.081,300.6,1417.0,1723.0,2026-01-18,552,Him9,NaN,69,1.1NRT,290.8,16.7,D
84431,27.059,104.873,309.7,1385.0,1170.0,2026-01-18,552,Him9,NaN,83,1.1NRT,294.4,40.1,D
84432,27.51,87.254,304.0,1412.0,663.0,2026-01-18,552,Him9,NaN,77,1.1NRT,278.2,59.3,D
84433,29.347,114.47,304.2,1262.0,1569.0,2026-01-18,552,Him9,NaN,53,1.1NRT,280.2,29.5,D
84434,30.374,102.692,298.5,1244.0,1151.0,2026-01-18,552,Him9,NaN,53,1.1NRT,281.8,24.4,D
84435,12.465,106.537,323.2,2093.0,1065.0,2026-01-18,553,Him9,NaN,61,1.1NRT,300.6,61.9,D
84436,13.046,106.603,318.9,2063.0,1072.0,2026-01-18,553,Him9,NaN,62,1.1NRT,302.5,49.4,D
84437,15.628,107.46,308.0,1930.0,1128.0,2026-01-18,553,Him9,NaN,57,1.1NRT,283.5,24.1,D
84438,16.601,97.924,317.1,1897.0,787.0,2026-01-18,553,Him9,NaN,79,1.1NRT,301.0,44.7,D
84439,18.2,80.64,304.7,1226.0,2972.0,2026-01-18,553,Met9,NaN,58,1.1NRT,303.1,53.9,D
84440,18.25,80.58,305.1,1224.0,2970.0,2026-01-18,553,Met9,NaN,54,1.1NRT,303.4,58.7,D
84441,18.29,75.27,305.3,1217.0,2827.0,2026-01-18,553,Met9,NaN,85,1.1NRT,301.5,30.4,D
84442,18.29,75.31,305.5,1217.0,2828.0,2026-01-18,553,Met9,NaN,78,1.1NRT,301.5,34.9,D
84443,19.73,100.14,300.4,1203.0,3359.0,2026-01-18,553,Met9,NaN,60,1.1NRT,298.4,96.8,D
84444,20.149,96.89,313.5,1726.0,798.0,2026-01-18,553,Him9,NaN,62,1.1NRT,298.5,50.6,D
84445,20.15,96.858,315.2,1726.0,797.0,2026-01-18,553,Him9,NaN,73,1.1NRT,299.7,64.5,D
84446,20.99,85.17,301.9,1141.0,3060.0,2026-01-18,553,Met9,NaN,65,1.1NRT,300.2,45.7,D
84447,21.95,82.73,305.5,1107.0,2994.0,2026-01-18,553,Met9,NaN,83,1.1NRT,302.8,37.1,D
84448,21.95,82.77,306.0,1107.0,2995.0,2026-01-18,553,Met9,NaN,85,1.1NRT,302.5,45.7,D
84449,21.99,100.27,297.6,1133.0,3337.0,2026-01-18,553,Met9,NaN,70,1.1NRT,296.0,107.7,D
84450,22.06,83.74,302.8,1105.0,3017.0,2026-01-18,553,Met9,NaN,83,1.1NRT,300.7,69.1,D
84451,25.68,68.98,295.6,972.0,2597.0,2026-01-18,554,Met9,NaN,71,1.1NRT,292.8,22.2,D
84452,29.25,99.45,297.3,915.0,3232.0,2026-01-18,554,Met9,NaN,51,1.1NRT,293.4,185.5,D
84453,29.29,99.49,298.2,914.0,3232.0,2026-01-18,554,Met9,NaN,53,1.1NRT,294.2,211.4,D
84454,29.33,99.53,296.1,913.0,3232.0,2026-01-18,554,Met9,NaN,63,1.1NRT,292.4,195.8,D
84455,36.28,139.755,299.6,943.0,2710.0,2026-01-18,601,Him9,NaN,71,1.1NRT,284.5,21.5,D
84456,36.306,139.755,299.8,942.0,2710.0,2026-01-18,601,Him9,NaN,72,1.1NRT,284.3,22.0,D
84457,21.434,103.177,310.9,1651.0,1028.0,2026-01-18,602,Him9,NaN,84,1.1NRT,294.7,43.6,D
84458,25.337,118.835,307.6,1437.0,1708.0,2026-01-18,602,Him9,NaN,68,1.1NRT,294.2,24.6,D
84459,25.757,119.081,301.6,1417.0,1723.0,2026-01-18,602,Him9,NaN,74,1.1NRT,290.7,19.6,D
84460,25.84,119.176,303.0,1413.0,1728.0,2026-01-18,602,Him9,NaN,69,1.1NRT,291.3,22.6,D
84461,25.861,119.194,307.2,1412.0,1729.0,2026-01-18,602,Him9,NaN,80,1.1NRT,289.7,34.9,D
84462,25.862,119.171,304.3,1412.0,1728.0,2026-01-18,602,Him9,NaN,75,1.1NRT,291.2,26.4,D
84463,27.51,87.254,304.1,1412.0,663.0,2026-01-18,602,Him9,NaN,77,1.1NRT,278.1,60.2,D
84464,29.005,82.338,309.7,1362.0,594.0,2026-01-18,602,Him9,NaN,54,1.1NRT,286.4,116.2,D
84465,12.523,106.576,322.6,2090.0,1067.0,2026-01-18,603,Him9,NaN,79,1.1NRT,300.2,62.2,D
84466,13.046,106.603,319.6,2063.0,1072.0,2026-01-18,603,Him9,NaN,64,1.1NRT,302.3,53.0,D
84467,13.458,107.241,318.1,2041.0,1101.0,2026-01-18,603,Him9,NaN,66,1.1NRT,302.4,42.8,D
84468,19.795,102.256,308.8,1732.0,974.0,2026-01-18,603,Him9,NaN,72,1.1NRT,295.7,33.1,D
84469,19.988,97.243,314.0,1733.0,807.0,2026-01-18,603,Him9,NaN,69,1.1NRT,299.5,44.6,D
84470,20.149,96.89,313.6,1726.0,798.0,2026-01-18,603,Him9,NaN,65,1.1NRT,298.7,52.1,D
84471,20.15,96.858,312.0,1726.0,797.0,2026-01-18,603,Him9,NaN,65,1.1NRT,299.5,47.8,D
84472,18.17,80.67,304.4,1227.0,2973.0,2026-01-18,608,Met9,NaN,79,1.1NRT,302.8,46.0,D
84473,18.2,80.64,305.3,1226.0,2972.0,2026-01-18,608,Met9,NaN,58,1.1NRT,303.5,52.3,D
84474,19.21,96.31,307.8,1214.0,3302.0,2026-01-18,608,Met9,NaN,55,1.1NRT,305.4,182.1,D
84475,19.98,97.28,301.2,1191.0,3311.0,2026-01-18,608,Met9,NaN,64,1.1NRT,298.2,85.4,D
84476,20.01,97.24,300.7,1190.0,3310.0,2026-01-18,608,Met9,NaN,64,1.1NRT,298.0,65.8,D
84477,20.99,85.17,302.5,1141.0,3060.0,2026-01-18,608,Met9,NaN,67,1.1NRT,300.8,47.1,D
84478,28.01,86.05,298.7,926.0,3007.0,2026-01-18,609,Met9,NaN,64,1.1NRT,287.3,117.0,D
84479,29.22,99.49,296.0,916.0,3233.0,2026-01-18,609,Met9,NaN,55,1.1NRT,292.7,183.2,D
84480,29.25,99.45,298.2,915.0,3232.0,2026-01-18,609,Met9,NaN,56,1.1NRT,294.1,199.5,D
84481,29.33,99.53,296.7,913.0,3232.0,2026-01-18,609,Met9,NaN,62,1.1NRT,293.3,203.0,D
84482,21.434,103.177,307.9,1651.0,1028.0,2026-01-18,612,Him9,NaN,81,1.1NRT,294.7,31.3,D
84483,23.1,101.704,301.8,1575.0,999.0,2026-01-18,612,Him9,NaN,74,1.1NRT,291.8,20.7,D
84484,23.596,100.698,303.4,1554.0,972.0,2026-01-18,612,Him9,NaN,68,1.1NRT,292.8,30.1,D
84485,25.337,118.835,305.5,1437.0,1708.0,2026-01-18,612,Him9,NaN,61,1.1NRT,293.9,18.9,D
84486,13.046,106.603,321.2,2063.0,1072.0,2026-01-18,613,Him9,NaN,69,1.1NRT,302.1,61.8,D
84487,13.179,107.514,315.7,2055.0,1110.0,2026-01-18,613,Him9,NaN,67,1.1NRT,301.1,34.4,D
84488,19.795,102.256,307.2,1732.0,974.0,2026-01-18,613,Him9,NaN,67,1.1NRT,295.9,26.9,D
84489,19.988,97.243,312.8,1733.0,807.0,2026-01-18,613,Him9,NaN,71,1.1NRT,299.6,38.5,D
84490,20.129,96.867,311.5,1727.0,797.0,2026-01-18,613,Him9,NaN,54,1.1NRT,299.5,42.8,D
84491,20.15,96.858,315.8,1726.0,797.0,2026-01-18,613,Him9,NaN,79,1.1NRT,299.5,68.8,D
84492,21.434,103.177,307.0,1651.0,1028.0,2026-01-18,622,Him9,NaN,80,1.1NRT,294.5,28.4,D
84493,23.596,100.698,313.8,1554.0,972.0,2026-01-18,622,Him9,NaN,86,1.1NRT,293.1,75.0,D
84494,23.677,103.011,310.7,1545.0,1053.0,2026-01-18,622,Him9,NaN,83,1.1NRT,299.2,30.1,D
84495,12.523,106.576,319.2,2090.0,1067.0,2026-01-18,623,Him9,NaN,54,1.1NRT,300.5,42.2,D
84496,13.046,106.603,320.6,2063.0,1072.0,2026-01-18,623,Him9,NaN,72,1.1NRT,302.1,59.1,D
84497,13.458,107.241,328.7,2041.0,1101.0,2026-01-18,623,Him9,NaN,88,1.1NRT,301.9,106.8,D
84498,13.459,107.216,329.8,2041.0,1100.0,2026-01-18,623,Him9,NaN,87,1.1NRT,301.3,110.2,D
84499,13.478,107.237,321.9,2040.0,1101.0,2026-01-18,623,Him9,NaN,70,1.1NRT,301.3,60.8,D
84500,13.479,107.212,323.5,2040.0,1100.0,2026-01-18,623,Him9,NaN,82,1.1NRT,301.2,66.9,D
84501,13.68,105.473,315.4,2032.0,1032.0,2026-01-18,623,Him9,NaN,69,1.1NRT,294.3,47.7,D
84502,16.601,97.924,319.2,1897.0,787.0,2026-01-18,623,Him9,NaN,81,1.1NRT,301.4,58.9,D
84503,17.68,77.84,310.9,1240.0,2902.0,2026-01-18,623,Met9,NaN,81,1.1NRT,308.2,51.9,D
84504,18.2,80.64,306.1,1226.0,2972.0,2026-01-18,623,Met9,NaN,62,1.1NRT,304.3,56.4,D
84505,18.2,80.68,305.6,1226.0,2973.0,2026-01-18,623,Met9,NaN,64,1.1NRT,303.9,55.4,D
84506,18.23,80.65,306.1,1225.0,2972.0,2026-01-18,623,Met9,NaN,51,1.1NRT,304.4,59.4,D
84507,18.25,80.58,306.4,1224.0,2970.0,2026-01-18,623,Met9,NaN,64,1.1NRT,304.6,66.1,D
84508,19.03,100.88,310.3,1772.0,916.0,2026-01-18,623,Him9,NaN,78,1.1NRT,299.0,32.0,D
84509,19.21,96.31,308.3,1214.0,3302.0,2026-01-18,623,Met9,NaN,59,1.1NRT,305.8,195.9,D
84510,19.988,97.243,312.0,1733.0,807.0,2026-01-18,623,Him9,NaN,67,1.1NRT,299.7,35.2,D
84511,20.009,97.234,312.5,1732.0,807.0,2026-01-18,623,Him9,NaN,75,1.1NRT,299.8,34.4,D
84512,20.15,96.858,316.0,1726.0,797.0,2026-01-18,623,Him9,NaN,80,1.1NRT,299.3,70.7,D
84513,20.99,85.17,302.9,1141.0,3060.0,2026-01-18,623,Met9,NaN,64,1.1NRT,301.2,45.6,D
84514,21.65,97.54,298.5,1139.0,3298.0,2026-01-18,623,Met9,NaN,57,1.1NRT,296.9,100.1,D
84515,22.01,82.67,307.2,1105.0,2992.0,2026-01-18,623,Met9,NaN,87,1.1NRT,304.1,48.4,D
84516,22.01,82.71,307.1,1105.0,2993.0,2026-01-18,623,Met9,NaN,87,1.1NRT,304.1,44.0,D
84517,22.04,82.68,307.0,1104.0,2992.0,2026-01-18,623,Met9,NaN,86,1.1NRT,303.9,50.2,D
84518,22.04,82.73,306.4,1104.0,2993.0,2026-01-18,623,Met9,NaN,81,1.1NRT,303.8,35.1,D
84519,22.14,97.01,299.3,1123.0,3284.0,2026-01-18,623,Met9,NaN,61,1.1NRT,297.7,85.0,D
84520,22.17,97.04,299.4,1122.0,3284.0,2026-01-18,623,Met9,NaN,62,1.1NRT,297.9,96.5,D
84521,28.01,86.05,300.7,926.0,3007.0,2026-01-18,624,Met9,NaN,70,1.1NRT,287.9,140.0,D
84522,28.84,70.51,296.0,878.0,2616.0,2026-01-18,624,Met9,NaN,74,1.1NRT,291.6,40.8,D
84523,29.25,99.45,297.9,915.0,3232.0,2026-01-18,624,Met9,NaN,53,1.1NRT,293.9,186.0,D
84524,29.29,99.49,299.4,914.0,3232.0,2026-01-18,624,Met9,NaN,58,1.1NRT,295.2,236.8,D
84525,29.33,99.53,297.0,913.0,3232.0,2026-01-18,624,Met9,NaN,60,1.1NRT,293.6,203.8,D
84526,22.419,104.604,310.4,1601.0,1093.0,2026-01-18,632,Him9,NaN,57,1.1NRT,294.3,40.9,D
84527,22.42,104.577,309.2,1601.0,1092.0,2026-01-18,632,Him9,NaN,62,1.1NRT,294.9,36.9,D
84528,23.596,100.698,309.0,1554.0,972.0,2026-01-18,632,Him9,NaN,81,1.1NRT,293.0,53.1,D
84529,24.561,106.512,302.7,1496.0,1193.0,2026-01-18,632,Him9,NaN,62,1.1NRT,286.6,20.6,D
84530,26.593,102.387,310.7,1412.0,1076.0,2026-01-18,632,Him9,NaN,83,1.1NRT,296.5,44.2,D
84531,26.959,104.663,306.7,1390.0,1161.0,2026-01-18,632,Him9,NaN,80,1.1NRT,295.6,28.7,D
84532,26.961,104.635,304.8,1390.0,1160.0,2026-01-18,632,Him9,NaN,78,1.1NRT,294.2,22.1,D
84533,12.503,106.58,319.3,2091.0,1067.0,2026-01-18,633,Him9,NaN,51,1.1NRT,300.7,44.2,D
84534,12.523,106.576,329.0,2090.0,1067.0,2026-01-18,633,Him9,NaN,94,1.1NRT,301.7,103.9,D
84535,12.816,106.498,318.8,2075.0,1066.0,2026-01-18,633,Him9,NaN,58,1.1NRT,298.3,51.7,D
84536,13.046,106.603,321.0,2063.0,1072.0,2026-01-18,633,Him9,NaN,73,1.1NRT,302.0,62.2,D
84537,13.179,107.514,316.4,2055.0,1110.0,2026-01-18,633,Him9,NaN,60,1.1NRT,300.7,38.0,D
84538,13.439,107.245,320.5,2042.0,1101.0,2026-01-18,633,Him9,NaN,60,1.1NRT,300.4,56.5,D
84539,13.458,107.241,322.9,2041.0,1101.0,2026-01-18,633,Him9,NaN,81,1.1NRT,301.5,69.8,D
84540,14.133,103.955,320.8,2011.0,977.0,2026-01-18,633,Him9,NaN,56,1.1NRT,297.0,61.2,D
84541,14.153,103.95,320.7,2010.0,977.0,2026-01-18,633,Him9,NaN,64,1.1NRT,299.5,59.9,D
84542,16.601,97.924,322.8,1897.0,787.0,2026-01-18,633,Him9,NaN,77,1.1NRT,301.1,83.3,D
84543,19.03,100.88,311.9,1772.0,916.0,2026-01-18,633,Him9,NaN,83,1.1NRT,299.1,39.5,D
84544,19.795,102.256,309.6,1732.0,974.0,2026-01-18,633,Him9,NaN,60,1.1NRT,295.3,37.0,D
84545,20.009,97.234,314.2,1732.0,807.0,2026-01-18,633,Him9,NaN,79,1.1NRT,299.7,44.3,D
84546,20.15,96.858,312.5,1726.0,797.0,2026-01-18,633,Him9,NaN,71,1.1NRT,298.9,52.3,D
84547,14.12,77.73,310.0,1360.0,2920.0,2026-01-18,638,Met9,NaN,69,1.1NRT,306.7,36.1,D
84548,14.12,77.77,312.7,1360.0,2921.0,2026-01-18,638,Met9,NaN,89,1.1NRT,307.7,77.9,D
84549,14.15,77.78,310.6,1359.0,2921.0,2026-01-18,638,Met9,NaN,72,1.1NRT,307.4,50.4,D
84550,18.2,80.68,306.2,1226.0,2973.0,2026-01-18,638,Met9,NaN,73,1.1NRT,304.5,58.3,D
84551,18.23,80.65,307.0,1225.0,2972.0,2026-01-18,638,Met9,NaN,56,1.1NRT,305.1,67.1,D
84552,18.26,80.62,306.3,1224.0,2971.0,2026-01-18,638,Met9,NaN,61,1.1NRT,304.7,61.4,D
84553,19.21,96.31,308.5,1214.0,3302.0,2026-01-18,638,Met9,NaN,58,1.1NRT,305.8,200.7,D
84554,19.23,96.33,306.6,1213.0,3302.0,2026-01-18,638,Met9,NaN,53,1.1NRT,304.0,149.0,D
84555,20.95,82.05,307.1,1138.0,2986.0,2026-01-18,638,Met9,NaN,87,1.1NRT,304.3,77.9,D
84556,20.99,85.17,303.5,1141.0,3060.0,2026-01-18,638,Met9,NaN,66,1.1NRT,301.5,49.8,D
84557,26.07,68.8,296.6,960.0,2589.0,2026-01-18,639,Met9,NaN,69,1.1NRT,293.0,34.5,D
84558,26.1,68.8,296.2,959.0,2589.0,2026-01-18,639,Met9,NaN,60,1.1NRT,293.4,24.1,D
84559,28.01,86.05,309.6,926.0,3007.0,2026-01-18,639,Met9,NaN,89,1.1NRT,288.8,295.7,D
84560,29.25,99.45,298.1,915.0,3232.0,2026-01-18,639,Met9,NaN,56,1.1NRT,294.1,191.8,D
84561,29.26,99.53,297.7,915.0,3233.0,2026-01-18,639,Met9,NaN,51,1.1NRT,294.3,209.4,D
84562,21.487,110.132,312.1,1635.0,1296.0,2026-01-18,642,Him9,NaN,73,1.1NRT,296.9,32.0,D
84563,21.508,110.126,312.5,1634.0,1296.0,2026-01-18,642,Him9,NaN,68,1.1NRT,296.9,34.9,D
84564,22.419,104.604,311.0,1601.0,1093.0,2026-01-18,642,Him9,NaN,68,1.1NRT,293.8,43.9,D
84565,22.42,104.577,309.8,1601.0,1092.0,2026-01-18,642,Him9,NaN,60,1.1NRT,294.7,38.8,D
84566,23.596,100.698,303.8,1554.0,972.0,2026-01-18,642,Him9,NaN,67,1.1NRT,293.0,32.5,D
84567,24.67,112.475,314.0,1479.0,1429.0,2026-01-18,642,Him9,NaN,65,1.1NRT,293.1,54.3,D
84568,26.593,102.387,310.5,1412.0,1076.0,2026-01-18,642,Him9,NaN,83,1.1NRT,296.3,44.2,D
84569,28.012,85.919,310.7,1394.0,644.0,2026-01-18,642,Him9,NaN,69,1.1NRT,285.0,110.2,D
84570,12.815,106.523,316.5,2075.0,1067.0,2026-01-18,643,Him9,NaN,54,1.1NRT,297.3,42.7,D
84571,12.816,106.498,332.0,2075.0,1066.0,2026-01-18,643,Him9,NaN,81,1.1NRT,299.0,136.4,D
84572,13.046,106.603,320.6,2063.0,1072.0,2026-01-18,643,Him9,NaN,72,1.1NRT,302.6,60.6,D
84573,13.179,107.514,315.4,2055.0,1110.0,2026-01-18,643,Him9,NaN,54,1.1NRT,300.7,33.6,D
84574,13.296,106.729,316.6,2050.0,1079.0,2026-01-18,643,Him9,NaN,67,1.1NRT,300.2,40.6,D
84575,13.458,107.241,321.4,2041.0,1101.0,2026-01-18,643,Him9,NaN,73,1.1NRT,301.6,61.9,D
84576,13.459,107.216,319.0,2041.0,1100.0,2026-01-18,643,Him9,NaN,54,1.1NRT,301.2,47.0,D
84577,13.556,107.247,317.3,2036.0,1102.0,2026-01-18,643,Him9,NaN,66,1.1NRT,299.1,40.9,D
84578,17.79,101.326,315.3,1832.0,917.0,2026-01-18,643,Him9,NaN,68,1.1NRT,298.1,45.8,D
84579,18.321,102.329,315.2,1804.0,959.0,2026-01-18,643,Him9,NaN,74,1.1NRT,294.9,49.1,D
84580,18.341,102.323,314.0,1803.0,959.0,2026-01-18,643,Him9,NaN,59,1.1NRT,294.8,40.2,D
84581,20.009,97.234,311.6,1732.0,807.0,2026-01-18,643,Him9,NaN,67,1.1NRT,299.7,31.0,D
84582,20.15,96.858,310.2,1726.0,797.0,2026-01-18,643,Him9,NaN,63,1.1NRT,298.8,41.3,D
84583,21.759,108.435,312.4,1625.0,1231.0,2026-01-18,652,Him9,NaN,55,1.1NRT,293.1,49.6,D
84584,21.779,108.454,306.7,1624.0,1232.0,2026-01-18,652,Him9,NaN,70,1.1NRT,292.9,28.0,D
84585,21.78,108.429,308.5,1624.0,1231.0,2026-01-18,652,Him9,NaN,73,1.1NRT,293.1,35.2,D
84586,22.419,104.604,309.7,1601.0,1093.0,2026-01-18,652,Him9,NaN,71,1.1NRT,293.3,38.9,D
84587,22.42,104.577,307.1,1601.0,1092.0,2026-01-18,652,Him9,NaN,51,1.1NRT,294.3,29.0,D
84588,22.803,97.761,311.3,1598.0,864.0,2026-01-18,652,Him9,NaN,84,1.1NRT,297.5,45.7,D
84589,23.512,111.738,304.2,1535.0,1385.0,2026-01-18,652,Him9,NaN,62,1.1NRT,291.7,18.3,D
84590,24.315,113.968,305.2,1493.0,1487.0,2026-01-18,652,Him9,NaN,56,1.1NRT,293.8,20.2,D
84591,24.542,103.727,307.6,1503.0,1091.0,2026-01-18,652,Him9,NaN,80,1.1NRT,295.1,30.0,D
84592,28.012,85.919,324.4,1394.0,644.0,2026-01-18,652,Him9,NaN,89,1.1NRT,285.0,244.9,D
84593,28.015,85.868,317.7,1394.0,643.0,2026-01-18,652,Him9,NaN,70,1.1NRT,286.7,167.3,D
84594,28.083,98.554,299.8,1355.0,977.0,2026-01-18,652,Him9,NaN,70,1.1NRT,286.9,36.4,D
84595,12.45,106.366,315.8,2094.0,1058.0,2026-01-18,653,Him9,NaN,60,1.1NRT,298.3,31.9,D
84596,12.523,106.576,327.8,2090.0,1067.0,2026-01-18,653,Him9,NaN,93,1.1NRT,300.3,96.7,D
84597,12.583,106.491,315.8,2087.0,1064.0,2026-01-18,653,Him9,NaN,64,1.1NRT,299.2,31.7,D
84598,12.816,106.473,315.6,2075.0,1065.0,2026-01-18,653,Him9,NaN,57,1.1NRT,296.6,39.9,D
84599,12.817,106.448,316.0,2075.0,1064.0,2026-01-18,653,Him9,NaN,57,1.1NRT,297.0,39.5,D
84600,13.046,106.603,320.3,2063.0,1072.0,2026-01-18,653,Him9,NaN,73,1.1NRT,302.1,58.6,D
84601,13.179,107.514,317.1,2055.0,1110.0,2026-01-18,653,Him9,NaN,59,1.1NRT,300.0,42.8,D
84602,13.556,107.222,316.1,2036.0,1101.0,2026-01-18,653,Him9,NaN,67,1.1NRT,296.5,37.2,D
84603,13.556,107.247,317.6,2036.0,1102.0,2026-01-18,653,Him9,NaN,81,1.1NRT,294.7,43.2,D
84604,15.89,75.54,311.3,1298.0,2849.0,2026-01-18,653,Met9,NaN,74,1.1NRT,308.0,49.8,D
84605,17.52,75.59,309.9,1243.0,2841.0,2026-01-18,653,Met9,NaN,89,1.1NRT,306.7,32.6,D
84606,18.2,80.64,307.5,1226.0,2972.0,2026-01-18,653,Met9,NaN,63,1.1NRT,305.5,65.4,D
84607,18.771,102.792,305.5,1781.0,981.0,2026-01-18,653,Him9,NaN,70,1.1NRT,289.0,26.2,D
84608,18.93,96.39,306.1,1223.0,3306.0,2026-01-18,653,Met9,NaN,57,1.1NRT,304.0,122.3,D
84609,18.98,96.37,308.4,1221.0,3305.0,2026-01-18,653,Met9,NaN,54,1.1NRT,305.8,178.6,D
84610,19.21,96.31,308.7,1214.0,3302.0,2026-01-18,653,Met9,NaN,62,1.1NRT,305.8,207.1,D
84611,19.23,96.33,306.3,1213.0,3302.0,2026-01-18,653,Met9,NaN,52,1.1NRT,303.8,145.7,D
84612,19.96,96.21,303.5,1190.0,3293.0,2026-01-18,653,Met9,NaN,64,1.1NRT,301.8,135.1,D
84613,20.01,97.24,301.0,1190.0,3310.0,2026-01-18,653,Met9,NaN,67,1.1NRT,298.4,70.5,D
84614,20.297,93.229,310.9,1727.0,690.0,2026-01-18,653,Him9,NaN,66,1.1NRT,300.6,38.6,D
84615,20.34,95.57,306.4,1177.0,3278.0,2026-01-18,653,Met9,NaN,65,1.1NRT,302.8,65.3,D
84616,20.949,81.997,312.2,1723.0,432.0,2026-01-18,653,Him9,NaN,80,1.1NRT,300.1,65.4,D
84617,20.95,82.05,307.2,1138.0,2986.0,2026-01-18,653,Met9,NaN,86,1.1NRT,304.7,76.8,D
84618,21.23,82.11,310.2,1129.0,2985.0,2026-01-18,653,Met9,NaN,89,1.1NRT,308.5,109.2,D
84619,21.3,98.11,297.8,1151.0,3311.0,2026-01-18,653,Met9,NaN,60,1.1NRT,296.1,71.6,D
84620,21.389,99.952,304.8,1660.0,915.0,2026-01-18,653,Him9,NaN,78,1.1NRT,293.5,32.5,D
84621,22.42,95.67,305.8,1112.0,3258.0,2026-01-18,653,Met9,NaN,58,1.1NRT,301.6,76.8,D
84622,22.8,97.83,297.8,1104.0,3290.0,2026-01-18,653,Met9,NaN,64,1.1NRT,296.2,71.8,D
84623,27.97,86.03,301.9,927.0,3007.0,2026-01-18,654,Met9,NaN,74,1.1NRT,288.4,143.8,D
84624,28.0,86.0,301.7,926.0,3006.0,2026-01-18,654,Met9,NaN,70,1.1NRT,290.4,148.5,D
84625,28.01,86.05,320.3,926.0,3007.0,2026-01-18,654,Met9,NaN,96,1.1NRT,289.6,565.6,D
84626,22.397,104.612,306.6,1602.0,1093.0,2026-01-18,702,Him9,NaN,63,1.1NRT,293.5,26.0,D
84627,26.567,118.759,303.5,1380.0,1717.0,2026-01-18,702,Him9,NaN,54,1.1NRT,292.6,22.2,D
84628,27.074,101.288,302.2,1393.0,1047.0,2026-01-18,702,Him9,NaN,75,1.1NRT,290.1,30.1,D
84629,27.233,105.357,306.0,1376.0,1190.0,2026-01-18,702,Him9,NaN,73,1.1NRT,295.6,23.7,D
84630,27.987,85.942,300.0,1395.0,644.0,2026-01-18,702,Him9,NaN,65,1.1NRT,283.7,51.7,D
84631,28.012,85.919,329.2,1394.0,644.0,2026-01-18,702,Him9,NaN,91,1.1NRT,283.5,307.0,D
84632,28.015,85.868,323.3,1394.0,643.0,2026-01-18,702,Him9,NaN,90,1.1NRT,286.4,233.0,D
84633,28.04,85.843,312.2,1393.0,643.0,2026-01-18,702,Him9,NaN,55,1.1NRT,284.9,123.0,D
84634,28.656,101.89,303.2,1321.0,1094.0,2026-01-18,702,Him9,NaN,53,1.1NRT,293.0,38.6,D
84635,28.857,94.19,300.4,1333.0,864.0,2026-01-18,702,Him9,NaN,69,1.1NRT,287.8,47.7,D
84636,12.816,106.473,316.2,2075.0,1065.0,2026-01-18,703,Him9,NaN,64,1.1NRT,295.8,42.0,D
84637,12.816,106.498,324.8,2075.0,1066.0,2026-01-18,703,Him9,NaN,75,1.1NRT,296.8,86.9,D
